__run_id,__done,sampling,llm,code,Time,TOTAL_DRAM_ENERGY (J),TOTAL_PACKAGE_ENERGY (J),TOTAL_PP0_ENERGY (J),TOTAL_PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,AVG_USED_MEMORY,AVG_USED_SWAP,TOTAL_ENERGY (J)
run_0_repetition_0,DONE,200,speechless-codellama,4,151.271,0,146243999.72,90078778.878,0,67221336064.0,8589930496.0,1960283598.016,252059648.0,8393.112
run_1_repetition_0,DONE,200,speechless-codellama,79,174.487,0,176788011.999,110480803.835,0,67221336064.0,8589930496.0,1945254909.657,252059648.0,9458.929
run_2_repetition_0,DONE,200,speechless-codellama,63,74.038,0,77926452.432,49165656.764,0,67221336064.0,8589930496.0,1946990558.968,252059648.0,4133.695
run_3_repetition_0,DONE,200,speechless-codellama,90,142.668,0,154385441.073,98167381.528,0,67221336064.0,8589930496.0,1939208303.709,252059648.0,7926.13
run_4_repetition_0,DONE,200,speechless-codellama,53,185.492,0,209398991.803,134698582.976,0,67221336064.0,8589930496.0,1933135157.735,252059648.0,10196.18
run_5_repetition_0,DONE,200,speechless-codellama,66,182.688,0,215954190.612,140594338.982,0,67221336064.0,8589930496.0,1943087965.727,252059648.0,10201.123
run_6_repetition_0,DONE,200,speechless-codellama,16,195.501,0,241474739.922,158888686.718,0,67221336064.0,8589930496.0,2022518307.04,252059648.0,10226.752
run_7_repetition_0,DONE,200,code-millenials,4,-1.0,0,231972499.45,164944422.031,0,67221336064.0,8589930496.0,1952461713.527,252059648.0,-1.0
run_8_repetition_0,DONE,200,code-millenials,61,106.853,0,2166374.541,95480678.685,0,67221336064.0,8589930496.0,1959470072.358,252059648.0,5908.744
run_9_repetition_0,DONE,200,code-millenials,79,177.487,0,10884848.971,164235483.988,0,67221336064.0,8589930496.0,1953945284.391,252059648.0,9639.85
run_10_repetition_0,DONE,200,code-millenials,63,129.262,0,13660368.205,124343252.653,0,67221336064.0,8589930496.0,1952674152.296,252059648.0,7221.01
